"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.davidsonhomes.com/contact/service-request/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Service Request | Davidson Homes","32","310","Please complete the form and describe the work you believe is covered by warranty. If possible, please reference specifics from your warranty book.","147","906","","0","Customer Care","13","","0","We're Here to Help","18","Emergency Support","17","index,follow","","","https://www.davidsonhomes.com/contact/service-request","","","","","","138481","26347","26347","10.093","","790","210","3.762","73.761","Fairly Easy","6.012","1","2","","5259","2787","0","100.000","204","102","0","8","8","0","","","","","e2fc4a8a42273a9bc5d27890aa395b25","0.408","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/contact/service-request/","2025-12-09 22:28:26"
"https://www.davidsonhomes.com/_next/static/chunks/7963-b2697c6f9a3fdbbc.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.011","Tue, 09 Dec 2025 11:07:15 GMT","","","","","1.1","","","","","","https://www.davidsonhomes.com/_next/static/chunks/7963-b2697c6f9a3fdbbc.js","2025-12-09 22:28:27"
"https://www.davidsonhomes.com/states/georgia/atlanta-market-area/loganville/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Loganville, GA | Davidson Homes","49","457","Build your dream home in Loganville, GA with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Loganville.","153","974","","0","New Homes in Loganville","23","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/georgia/atlanta-market-area/loganville/","","","","","","148451","32332","32332","12.386","","588","183","3.213","79.120","Fairly Easy","2.158","1","4","","5268","2786","0","99.960","101","98","0","2","2","0","","","","","9edff996f38c5e0cd28f2718b4495b1b","1.438","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/georgia/atlanta-market-area/loganville/","2025-12-09 22:28:26"
"https://www.davidsonhomes.com/states/alabama/auburn-market-area/cusseta/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Cusseta, AL | Davidson Homes","46","436","Build your dream home in Cusseta, AL with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Cusseta.","147","948","","0","New Homes in Cusseta","20","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/alabama/auburn-market-area/cusseta/","","","","","","158887","35078","35078","13.438","","866","231","3.749","66.458","Normal","3.230","1","4","","5246","2786","0","99.960","100","98","0","3","3","0","","","","","520d3d4f1d4d8af484edf40d1908d70a","1.452","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/alabama/auburn-market-area/cusseta/","2025-12-09 22:28:26"
"https://www.davidsonhomes.com/states/texas/houston-market-area/dayton/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Dayton, TX | Davidson Homes","45","426","Build your dream home in Dayton, TX with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Dayton.","145","936","","0","New Homes in Dayton","19","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/texas/houston-market-area/dayton/","","","","","","158653","36899","36899","14.135","","785","215","3.651","73.804","Fairly Easy","2.884","1","4","","5293","2786","0","99.960","101","99","0","2","2","0","","","","","3249521ff7eb88cbb7ad8513ed1e4857","1.432","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/texas/houston-market-area/dayton/","2025-12-09 22:28:26"
"https://www.davidsonhomes.com/Equal%20Housing%20Lender%20Vector%20Logo.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.013","Tue, 09 Dec 2025 04:02:37 GMT","","","","","1.1","","","","","","https://www.davidsonhomes.com/Equal%20Housing%20Lender%20Vector%20Logo.svg","2025-12-09 22:28:28"
"https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/lillington/wellers-knoll/","text/html; charset=utf-8","200","OK","Indexable","","New Construction Homes Near Ft. Liberty","39","370","Find New Construction Homes at Wellers Knoll! Located in Lillington, North Carolina this community features single-family homes just outside of Raleigh, North Carolina.","168","1036","","0","Wellers Knoll","13","","0","Homes in Lillington, NC","23","Wellers Knoll Overview","22","index,follow","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/lillington/wellers-knoll/","","","","","","1030002","136393","136393","52.250","","1737","593","2.929","85.704","Easy","1.359","1","5","","164","124","0","4.450","327","125","0","37","33","0","","","","","ee0149a0db495523e933f8b8d9247fa4","1.356","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/lillington/wellers-knoll/","2025-12-09 22:28:27"
"https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/aberdeen/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Aberdeen, NC | Davidson Homes","47","452","Build your dream home in Aberdeen, NC with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Aberdeen.","149","966","","0","New Homes in Aberdeen","21","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/aberdeen/","","","","","","141266","31134","31134","11.927","","661","187","3.535","73.595","Fairly Easy","2.683","1","4","","5266","2786","0","99.960","100","98","0","2","2","0","","","","","bb41965d754a4d2d707611493f1d13b6","1.454","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/aberdeen/","2025-12-09 22:28:27"
"https://www.davidsonhomes.com/states/alabama/huntsville-market-area/madison/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Madison, AL | Davidson Homes","46","439","Build your dream home in Madison, AL with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Madison.","147","954","","0","New Homes in Madison","20","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/alabama/huntsville-market-area/madison/","","","","","","176459","37392","37392","14.324","","845","245","3.449","73.781","Fairly Easy","2.825","1","4","","5277","2786","0","99.960","103","101","0","4","4","0","","","","","83934131f26a9c4375f171583e01fa5d","0.704","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/alabama/huntsville-market-area/madison/","2025-12-09 22:28:28"
"https://www.davidsonhomes.com/find-your-home/","text/html; charset=utf-8","200","OK","Indexable","","Find Your New Davidson Homes Today | Davidson Homes","51","510","As one of the nation's fastest growing home builders, Davidson Homes builds stunning new homes in areas like Huntsville, Raleigh, Nashville &amp; more.","151","911","","0","","0","","0","","0","","0","index,follow","","","https://www.davidsonhomes.com/find-your-home/","","","","","","65815","17348","17348","6.646","","226","105","2.152","85.611","Easy","1.653","1","1","","2789","2787","0","100.000","96","95","0","0","0","0","","","","","d5995cc729efc547c86332b82aac6aea","1.133","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/find-your-home/","2025-12-09 22:28:28"
"https://www.davidsonhomes.com/states/arizona/prescott-market-area/prescott/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Prescott, AZ | Davidson Homes","47","440","Build your dream home in Prescott, AZ with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Prescott.","149","952","","0","New Homes in Prescott","21","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/arizona/prescott-market-area/prescott/","","","","","","197194","40686","40686","15.586","","1521","338","4.500","71.335","Fairly Easy","4.662","1","4","","5359","2786","0","99.960","105","103","0","3","3","0","","","","","9e3b1b4aa11055de656555403736f690","1.470","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/arizona/prescott-market-area/prescott/","2025-12-09 22:28:28"
"https://www.davidsonhomes.com/states/texas/san-antonio-market-area/san-antonio/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in San Antonio, TX | Davidson Homes","50","472","Build your dream home in San Antonio, TX with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across San Antonio.","155","998","","0","New Homes in San Antonio","24","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/texas/san-antonio-market-area/san-antonio/","","","","","","241769","49285","49285","18.880","","2170","466","4.657","65.618","Normal","5.539","1","4","","5502","2786","0","99.960","112","110","0","2","2","0","","","","","956eb4eead1174633ac22886ef891b9a","1.016","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/texas/san-antonio-market-area/san-antonio/","2025-12-09 22:28:29"
"https://www.davidsonhomes.com/states/arizona/prescott-market-area/prescott-valley/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Prescott Valley, AZ | Davidson Homes","54","499","Build your dream home in Prescott Valley, AZ with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Prescott Valley.","163","1032","","0","New Homes in Prescott Valley","28","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/arizona/prescott-market-area/prescott-valley/","","","","","","196591","40391","40391","15.473","","1497","333","4.495","72.123","Fairly Easy","4.592","1","4","","5271","2786","0","99.960","105","103","0","3","3","0","","","","","10d06d0e5890832c5bcba744d830cc30","0.706","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/arizona/prescott-market-area/prescott-valley/","2025-12-09 22:28:29"
"https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/lillington/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Lillington, NC | Davidson Homes","49","448","Build your dream home in Lillington, NC with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Lillington.","153","962","","0","New Homes in Lillington","23","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/lillington/","","","","","","180442","38274","38274","14.662","","1293","302","4.281","64.630","Normal","4.382","1","4","","5338","2786","0","99.960","106","103","0","4","4","0","","","","","b9f17537e77bd9fe3255fb7f8cedfdc","1.741","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/lillington/","2025-12-09 22:28:29"
"https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/angier/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Angier, NC | Davidson Homes","45","424","Build your dream home in Angier, NC with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Angier.","145","928","","0","New Homes in Angier","19","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/angier/","","","","","","209668","43167","43167","16.536","","1728","382","4.524","62.810","Normal","5.134","1","4","","5282","2786","0","99.960","109","107","0","4","4","0","","","","","1777a1a185832a16ba03ed44ef1ed77b","1.480","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/angier/","2025-12-09 22:28:29"
"https://www.davidsonhomes.com/_next/static/chunks/4502-2ea0e689a8c31308.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.010","Mon, 08 Dec 2025 18:47:02 GMT","","","","","1.1","","","","","","https://www.davidsonhomes.com/_next/static/chunks/4502-2ea0e689a8c31308.js","2025-12-09 22:28:31"
"https://www.davidsonhomes.com/states/alabama/huntsville-market-area/hazel-green/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Hazel Green, AL | Davidson Homes","50","473","Build your dream home in Hazel Green, AL with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Hazel Green.","155","996","","0","New Homes in Hazel Green","24","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/alabama/huntsville-market-area/hazel-green/","","","","","","264953","52470","52470","20.100","","2247","504","4.458","67.673","Normal","5.299","1","4","","5302","2786","0","99.960","116","114","0","2","2","0","","","","","aaa12501e27ac453835a2294a6898f84","1.752","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/alabama/huntsville-market-area/hazel-green/","2025-12-09 22:28:29"
"https://www.davidsonhomes.com/states/texas/","text/html; charset=utf-8","200","OK","Indexable","","New Construction Homes for Sale in Texas | Davidson Homes","57","548","Looking for new homes in Texas? Davidson Homes showcases stunning plans and move-in ready homes, built by our talented local team. Schedule your visit today!","157","1005","","0","New Homes in Texas","18","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/texas/","","","","","","397619","73804","73804","28.273","","3938","834","4.722","68.633","Normal","6.165","1","2","","147","145","0","5.200","137","130","0","2","2","0","","","","","3cbab0a296a5ff67d8a6d89062293565","1.230","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/texas/","2025-12-09 22:28:30"
"https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/apex/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Apex, NC | Davidson Homes","43","411","Build your dream home in Apex, NC with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Apex.","141","910","","0","New Homes in Apex","17","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/apex/","","","","","","146097","31626","31626","12.115","","598","188","3.181","78.121","Fairly Easy","2.321","1","4","","5249","2786","0","99.960","101","99","0","3","3","0","","","","","f611564a07553fc3f0735bbd4085d740","1.493","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/apex/","2025-12-09 22:28:30"
"https://www.davidsonhomes.com/states/georgia/atlanta-market-area/cumming/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Cumming, GA | Davidson Homes","46","453","Build your dream home in Cumming, GA with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Cumming.","147","968","","0","New Homes in Cumming","20","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/georgia/atlanta-market-area/cumming/","","","","","","160012","35677","35677","13.667","","844","220","3.836","75.440","Fairly Easy","3.061","1","4","","5269","2786","0","99.960","101","99","0","8","8","0","","","","","96025dad23c022b4aa39692df0de45dc","1.350","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/georgia/atlanta-market-area/cumming/","2025-12-09 22:28:31"
"https://www.davidsonhomes.com/states/arizona/prescott-market-area/","text/html; charset=utf-8","200","OK","Indexable","","New Homes in Prescott, AZ | Home Builder | Davidson Homes","57","547","Find your dream home in Prescott, AZ. Browse our quick move-in homes and buildable floor plans, designed by our local team of expert home builders.","147","921","","0","New Homes in Prescott Region","28","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/arizona/prescott-market-area/","","","","","","194966","39897","39897","15.284","","1471","333","4.417","74.157","Fairly Easy","4.497","1","3","","5280","2786","0","99.960","105","103","0","3","3","0","","","","","288e9330824af7d8b80a3e986463bfcb","0.698","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/arizona/prescott-market-area/","2025-12-09 22:28:31"
"https://www.davidsonhomes.com/states/texas/dallas-market-area/royse-city/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Royse City, TX | Davidson Homes","49","456","Build your dream home in Royse City, TX with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Royse City.","153","976","","0","New Homes in Royse City","23","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/texas/dallas-market-area/royse-city/","","","","","","164509","35527","35527","13.610","","910","245","3.714","67.891","Normal","3.284","1","4","","5264","2786","0","99.960","102","100","0","2","2","0","","","","","440f2156421389cfc51b093d939a708c","0.705","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/texas/dallas-market-area/royse-city/","2025-12-09 22:28:31"
"https://www.davidsonhomes.com/_next/static/chunks/2423-2392c700766b82eb.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.008","Tue, 09 Dec 2025 11:07:16 GMT","","","","","1.1","","","","","","https://www.davidsonhomes.com/_next/static/chunks/2423-2392c700766b82eb.js","2025-12-09 22:28:32"
"https://www.davidsonhomes.com/_next/static/Y7MDtKLH4mHMG1mjFiB7E/_ssgManifest.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.016","Mon, 08 Dec 2025 18:47:02 GMT","","","","","1.1","","","","","","https://www.davidsonhomes.com/_next/static/Y7MDtKLH4mHMG1mjFiB7E/_ssgManifest.js","2025-12-09 22:28:32"
"https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/zebulon/","text/html; charset=utf-8","200","OK","Indexable","","Homes for Sale in Zebulon, NC | Davidson Homes","46","438","Build your dream home in Zebulon, NC with Davidson Homes. Browse quick-move in homes, flexible floor plans and stunning communities across Zebulon.","147","948","","0","New Homes in Zebulon","20","","0","Filter","6","Filter","6","index,follow","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/zebulon/","","","","","","178291","38543","38543","14.765","","1144","286","4.000","68.184","Normal","3.908","1","4","","5270","2786","0","99.960","105","103","0","2","2","0","","","","","4d8e2f010f71b4d05e11ce141ab367a2","0.813","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/states/north-carolina/raleigh-market-area/zebulon/","2025-12-09 22:28:32"
"https://www.davidsonhomes.com/terms-conditions/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Terms & Conditions | Davidson Homes","35","341","In order to resolve a complaint regarding the Site or to receive further information regarding use of the Site, please contact us at: davidson.homes.llc@gmail.com Phone: (877) 999-2009.","185","1137","","0","Terms & Conditions","18","","0","Agreement to Terms","18","Intellectual Property Rights","28","index,follow","","","https://www.davidsonhomes.com/terms-conditions","","","","","","132972","36000","36000","13.791","","3554","470","7.562","62.048","Normal","18.855","1","1","","2462","2459","0","88.230","194","101","0","4","4","0","","","","","5d51a7aca3639808194241b5680b10e5","0.663","","","","","en","1.1","","","","","","https://www.davidsonhomes.com/terms-conditions/","2025-12-09 22:28:32"
"https://www.davidsonhomes.com/_next/static/chunks/2849-a7296033a5b908a5.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.011","Mon, 08 Dec 2025 18:47:02 GMT","","","","","1.1","","","","","","https://www.davidsonhomes.com/_next/static/chunks/2849-a7296033a5b908a5.js","2025-12-09 22:28:33"
